,NOME,VALOR,DETALHES,ENDEREÇO
750,Nizário Gurgel!,R$ 1.400,"['2 quartos ', ' 54m² ', ' 1 vaga']",Tirol
751,"ALugo apto em Lagoa Nova 4 quartos mais escritorio, 3 vagas e deposito individual",R$ 4.600,"['4 quartos ', ' 230m² ', ' 3 vagas']",Lagoa Nova
752,"Apartamento 3 suítes, 120m2, petrópolis",R$ 2.650,"['3 quartos ', ' 120m² ', ' 2 vagas']",Petrópolis
753,"Apartamento com 2 Quartos para Alugar, 57 m² por R$ 1.450,00/Mês",R$ 1.450,"['2 quartos ', ' 57m² ', ' 1 vaga']",Rocas
754,"Apartamento 2/4, Tirol, prox. ao marista. R$ 1.500,00",R$ 1.500,"['2 quartos ', ' 57m² ', ' 1 vaga']",Tirol
755,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:11000",R$ 2.100,"['3 quartos ', ' 289m² ', ' Condomínio: R$ 1.800 ', ' 3 vagas']",Lagoa Nova
756,Apartamento 2/4 no Residencial - Villágio Veritá Cidade Satélite,R$ 720,"['2 quartos ', ' 50m² ', ' 1 vaga']",Pitimbu
757,Apartamento mobiliado contrato temporada,R$ 880,"['1 quarto ', ' 25m² ', ' Condomínio: R$ 110 ', ' 1 vaga']",Candelária
758,Apartamento em lagoa nova com 3\4 todo no porcelanato com moveis projetados,R$ 3.000,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
759,Aluguel Condomínio Elza Chaves com Mobília,R$ 1.690,"['3 quartos ', ' 76m² ', ' 2 vagas']",Neópolis
760,Kitnet em Neópolis,R$ 550,"['1 quarto ', ' 30m²']",Neópolis
761,Loft em Natal - Ponta Negra ,R$ 1.500,"['1 quarto ', ' 35m²']",Ponta Negra
762,"Alugo Kitnet em Felipe Camarão 1/4 300,00 Não paga água (água incluso no aluguel)",R$ 300,"['1 quarto ', ' 0m²']",Felipe Camarão
763,"Kitchenette/conjugado para alugar com 1 dormitórios em Ponta negra, Natal cod:821787",R$ 1.200,"['1 quarto ', ' 40m² ', ' 1 vaga']",Ponta Negra
764,"Aluga-se Kitnet de 1/4 na Av. Itapetinga, Santarém",R$ 400,"['1 quarto ', ' 30m²']",Potengi
765,"Apartamento com 3 dormitórios para alugar, 98 m² por R$ 2.500,00/mês - Capim Macio - Natal",R$ 2.500,"['3 quartos ', ' 98m² ', ' 2 vagas']",Capim Macio
766,Apartamento em Ponta Negra Cond. Eco Garden - Mobiliado ( Temporada e Anual ),R$ 1.400,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
767,"Kitnet próximo ao Hospital da Unimed, UnP e Faculdade de Odontologia",R$ 750,"['1 quarto ', ' 19m²']",Lagoa Nova
768,"Apartamento no Edifício Alfredo Volpi, 2/4, sendo uma suíte, Pitimbú, Natal/RN",R$ 1.000,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Pitimbu
769,Alugo kit-Net valor 550,R$ 550,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0']",Dix-Sept Rosado
770,Apartamento com 3 suites em candelária com 123 metros no Golden green,R$ 2.790,"['3 quartos ', ' 123m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Candelária
771,Apartamento no barro vermelho entre a Jaguarari e regulo Tinoco com 80 metros,R$ 1.500,"['2 quartos ', ' 80m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Barro Vermelho
772,"Açaí Flat Ponta Negra, localização Privilegiada com 1\4 todo mobiliado",R$ 1.700,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
773,"Apartamento para alugar com 1 dormitórios em Barro vermelho, Natal cod:3520",R$ 700,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 80']",Barro Vermelho
774,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821193",R$ 1.103,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
775,Flat,R$ 700,['1 quarto'],Pitimbu
776,"Apartamento de 1\4, sala ,cozinha, banheiro, tudo divido próximo da unp e roberto freire",R$ 900,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
777,Oportunidade MobiliDo em lagoa nova ,R$ 2.200,"['2 quartos ', ' 1 vaga']",Lagoa Nova
778,"S0004 - Apartamento com 3 Quartos para Alugar, 118 m² por R$ 2.500/mês",R$ 2.500,"['3 quartos ', ' 118m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Tirol
779,Terramaris Ponta Negra,R$ 445.000,"['3 quartos ', ' 79m² ', ' 2 vagas']",Ponta Negra
780,locação de imóvel ,,"['1 quarto ', ' 1 vaga']",Petrópolis
781,Ponta Negra Apartamento flat em ponta negra próximo da roberto freire e próximo da praia,R$ 1.400,"['1 quarto ', ' 30m² ', ' Condomínio: R$ 0']",Ponta Negra
782,Alugo para réveillon,R$ 2.000,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 0 ', ' 3 vagas']",Capim Macio
783,Apartº Alto de Petrópolis - 1 suite e 2 semi-suítes,R$ 3.650,"['3 quartos ', ' 120m² ', ' 2 vagas']",Petrópolis
784,"Alugo Apartamento de R$ 400,00 no Planalto",R$ 400,"['3 quartos ', ' 40m² ', ' 1 vaga']",Planalto
785,Apartamento com ótimo espaço interno em Lagoa Nova,R$ 1.650,"['3 quartos ', ' 120m² ', ' 2 vagas']",Lagoa Nova
786,Flat imobiliado em ponta negra ,R$ 600,"['1 quarto ', ' Condomínio: R$ 0 ', ' 4 vagas']",Ponta Negra
787,Alugam-se Kit Net em cidade satélite,R$ 320,"['27m² ', ' Condomínio: R$ 0']",Pitimbu
788,"Alugo Excelente Apartamento no Condomínio Residencial Poetas, Ponta Negra, Natal, RN",R$ 1.700,"['2 quartos ', ' 58m² ', ' 1 vaga']",Ponta Negra
789,"Alugo Extraordinário Apartamento no Residencial Portal Petrópolis, Petrópolis, Natal, RN",R$ 3.000,"['3 quartos ', ' 105m² ', ' 2 vagas']",Petrópolis
790,Apto 1/4 mobiliado em ponta negra ,R$ 1.200,"['1 quarto ', ' 40m² ', ' 1 vaga']",Ponta Negra
791,Sofisticação vista mar em Ponta Negra. 100% MOBILIADO V,R$ 2.800,"['2 quartos ', ' 1 vaga']",Ponta Negra
792,Locação - Apartamento 3/4 - Tirol,R$ 2.900,"['3 quartos ', ' 170m² ', ' 2 vagas']",Tirol
793,"Alugo ótimo apartamento com 3 dormitórios, todo reformado em Capim Macio! Perto de tudo!",R$ 600,"['3 quartos ', ' 80m² ', ' Condomínio: R$ 550 ', ' 2 vagas']",Capim Macio
794,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821189",R$ 1.103,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
795,Apto em Ponta Negra ,R$ 1.300,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
796,Kitnet na Av Prudente de Morais!!,R$ 600,"['1 quarto ', ' 30m²']",Lagoa Nova
797,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,R$ 1.510,"['3 quartos ', ' 70m²']",Capim Macio
798,Alugo apartamento 1 quarto,R$ 600,"['1 quarto ', ' 1 vaga']",Pitimbu
799,Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,R$ 2.403,"['2 quartos ', ' 55m²']",Ponta Negra
800,Residencial saint charbel,R$ 2.800,"['4 quartos ', ' 108m² ', ' 2 vagas']",Capim Macio
801,Flat para alugar em Natal na praia de Ponta Negra,R$ 3.200,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
802,"Locação de apartamento projetado, more no melhor de Natal! Perto de tudo!",R$ 1.650,"['2 quartos ', ' 60m² ', ' 1 vaga']",Pitimbu
803,Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,R$ 2.411,"['2 quartos ', ' 55m²']",Ponta Negra
804,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,R$ 1.511,"['3 quartos ', ' 70m²']",Capim Macio
805,Apartamento beira mar Natal porto salinas RN Brasil Praia Areia Preta,R$ 3.000,"['5 ou mais quarto ', ' 180m² ', ' Condomínio: R$ 1.750 ', ' 3 vagas']",Areia Preta
806,Apto mobiliado 2/4 vista mar em Ponta negra,R$ 2.100,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 350 ', ' 1 vaga']",Ponta Negra
807,Apto 3/4 vista mar em ponta negra,R$ 3.000,"['3 quartos ', ' 140m² ', ' Condomínio: R$ 1.100 ', ' 2 vagas']",Ponta Negra
808,Oportunidade de locação mobiliado ,R$ 2.200,['2 quartos'],Lagoa Nova
809,Apartamento/Quitinet,R$ 1.200,"['1 quarto ', ' 45m² ', ' 1 vaga']",Capim Macio
810,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,R$ 1.514,"['3 quartos ', ' 70m²']",Capim Macio
811,Alugo apartamento no Spazzio Beach em ponta negra,R$ 1.700,"['3 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
812,Telas para janelas e etc. *,,['2 quartos'],Nossa Senhora de Nazaré
813,Alugo apartamento em Petrópolis / Natal,R$ 850,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 450 ', ' 1 vaga']",Petrópolis
814,Apartamento pra alugar Planalto,R$ 700,"['2 quartos ', ' 50400m² ', ' Condomínio: R$ 230 ', ' 1 vaga']",Planalto
815,Alugo apartamento de 3/4 sendo 1 suite e duas vagas,R$ 2.600,"['3 quartos ', ' 87m² ', ' 2 vagas']",Candelária
816,"Apartamento para alugar com 2 dormitórios em Candelária, Natal cod:EI23000",R$ 850,"['2 quartos ', ' 80m² ', ' Condomínio: R$ 250 ', ' 1 vaga']",Candelária
817,"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:AA-7198",R$ 1.120,"['2 quartos ', ' 62m² ', ' Condomínio: R$ 430 ', ' 1 vaga']",Capim Macio
818,"Apartamento para alugar com 2 dormitórios em Barro vermelho, Natal cod:822260",R$ 1.100,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 640 ', ' 2 vagas']",Barro Vermelho
819,Excelente flat para locação na frente do morro do careca vista mar  ,R$ 1.800,"['1 quarto ', ' 33m² ', ' 1 vaga']",Ponta Negra
820,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,R$ 1.504,"['3 quartos ', ' 70m²']",Capim Macio
821,Seu 3/4 em ponta negra 100% MOBILIADO,R$ 3.000,"['3 quartos ', ' 2 vagas']",Ponta Negra
822,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,R$ 1.507,"['3 quartos ', ' 70m²']",Capim Macio
823,Apartamento Petrópolis ,R$ 1.800,"['2 quartos ', ' 60m² ', ' 1 vaga']",Petrópolis
824,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:28",R$ 480,"['1 quarto ', ' 30m² ', ' Condomínio: R$ 80']",Alecrim
825,Riverside na Redinha com 3quartos,R$ 1.250,"['3 quartos ', ' 79m² ', ' Condomínio: R$ 0']",Redinha
826,"Apartamento com 3 dormitórios para alugar, 56 m² por R$ 1.400,00/mês - Lagoa Nova - Natal/",R$ 1.400,"['3 quartos ', ' 56m² ', ' 2 vagas']",Lagoa Nova
827,"Apartamento para Locação em Natal, Areia Preta, 3 dormitórios, 3 suítes, 3 vagas",R$ 6.700,"['3 quartos ', ' Condomínio: R$ 1.700 ', ' 3 vagas']",Areia Preta
828,alugar apto em tirol,R$ 1.500,"['3 quartos ', ' 70m²']",Tirol
829,"Apartamento para alugar com 2 dormitórios em Pitimbu, Natal cod:815901",R$ 1.800,"['2 quartos ', ' 67m² ', ' 1 vaga']",Pitimbu
830,"Apartamento para alugar com 2 dormitórios em Tirol, Natal cod:10505",R$ 1.600,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 550 ', ' 1 vaga']",Tirol
831,(Já alugado) Apartamento 3/4 no cruz. da Av. Antônio Basílio c Jaguarari ,R$ 800,"['3 quartos ', ' 82m² ', ' Condomínio: R$ 200 ', ' 1 vaga']",Lagoa Nova
832,Apartamento 03 Quartos Sendo 01 suíte Neópolis Natal RN,R$ 2.300,"['3 quartos ', ' 99m² ', ' 2 vagas']",Neópolis
833,Lindo apartamento mobiliado em ponta negra na roberto freire com 2\4,R$ 2.000,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
834,Apartamento flat em ponta negra próximo da roberto freire e próximo da praia,R$ 150.000,"['1 quarto ', ' 30m² ', ' Condomínio: R$ 275']",Ponta Negra
835,"Apartamento para alugar com 2 dormitórios em Alecrim, Natal cod:9005",R$ 580,"['2 quartos ', ' 45m² ', ' Condomínio: R$ 70']",Alecrim
836,"Apartamento com 1 dormitório para alugar, 48 m² por R$ 1.200,00/mês - Candelária - Natal/R",R$ 1.200,"['1 quarto ', ' 48m² ', ' 1 vaga']",Candelária
837,Apartamento para locação no Condomínio Sun Golden,R$ 1.300,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
838,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3833",R$ 480,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 60']",Alecrim
839,"Apartamento para alugar com 4 dormitórios em Candelária, Natal cod:EI23008",R$ 1.500,"['4 quartos ', ' 270m² ', ' Condomínio: R$ 2.000 ', ' 3 vagas']",Candelária
840,"Apartamento com 2 dormitórios para alugar, 58 m² - Tirol - Natal/RN - AP0514",R$ 900,"['2 quartos ', ' 58m² ', ' Condomínio: R$ 180 ', ' 1 vaga']",Tirol
841,"Apartamento com 3 dormitórios para alugar, 90 m² por R$ 2.000,00/mês - Lagoa Nova - Natal/",R$ 2.000,"['3 quartos ', ' 90m² ', ' 1 vaga']",Lagoa Nova
842,"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:8459",R$ 650,"['3 quartos ', ' 88m² ', ' Condomínio: R$ 650 ', ' 1 vaga']",Capim Macio
843,Apartamento 1 quarto perto praia shopping,R$ 750,"['1 quarto ', ' 60m² ', ' Condomínio: R$ 0']",Ponta Negra
844,Apart no porcelanato vista  mar mobiliado ,,"['2 quartos ', ' 1 vaga']",Ponta Negra
845,Excelente Apartamento no Central Park,R$ 1.600,"['3 quartos ', ' 76m² ', ' Condomínio: R$ 396 ', ' 2 vagas']",Neópolis
846,Capim Macio-Aptº 02 quartos-Local. Maravilhosa-Sombra-Térreo-R$ 950 Reais,R$ 950,"['2 quartos ', ' 45m² ', ' Condomínio: R$ 340 ', ' 1 vaga']",Capim Macio
847,Oportunidade cobertura temporada ,,['1 quarto'],Ponta Negra
848,Vendo e alugo apartamentos no Condominio Antônia Lopez,,"['2 quartos ', ' 50m² ', ' 1 vaga']",Lagoa Nova
849,"Alugo Apto.de 55m², Mobiliado, 2/4 Cond. Saint Rafael - R$ 900/mês-Lagoa Nova - Natal/RN",R$ 900,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 500 ', ' 1 vaga']",Lagoa Nova
850,Locação - Residencial Estrela do Atlântico (Ponta Negra),R$ 2.000,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
851,Apt Oportunidade aluguel!! Condomínio Heitor Villa Lobos - Lagoa Nova 3 suítes!!,R$ 3.000,"['4 quartos ', ' 140m² ', ' Condomínio: R$ 650 ', ' 2 vagas']",Lagoa Nova
852,Kitnet para alugar em capim macio,R$ 750,"['1 quarto ', ' 40m²']",Capim Macio
853,Apartamento capim macio 55 m²,R$ 1.900,"['2 quartos ', ' 55m² ', ' 1 vaga']",Capim Macio
854,Flat em Ponta Negra,R$ 750,"['1 quarto ', ' 60m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
855,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:11251",R$ 900,"['3 quartos ', ' 107m² ', ' Condomínio: R$ 580 ', ' 1 vaga']",Lagoa Nova
856,Flat Potengi ,R$ 1.800,"['1 quarto ', ' 50m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Petrópolis
857,"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:7969",R$ 750,"['3 quartos ', ' 75m² ', ' Condomínio: R$ 550 ', ' 1 vaga']",Capim Macio
858,Flat com vista mar,R$ 1.200,"['1 quarto ', ' 0m² ', ' 1 vaga']",Praia do Meio
859,Aluguel Apartamento Novo,R$ 1.550,"['2 quartos ', ' 57m² ', ' 1 vaga']",Ponta Negra
860,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821186",R$ 1.104,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
861,Alugo apartamento 2/4,R$ 1.000,['2 quartos'],Lagoa Nova
862,Alugo Apartamento 3 dormitórios Lagoa Nova,R$ 3.200,"['3 quartos ', ' 98m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
863,Apartamento 3/4 - CIDADE DA ESPERANÇA ,R$ 900,"['3 quartos ', ' 106m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Cidade da Esperança
864,"Apartamento com 3 Quartos, mobiliado em Ponta Negra",R$ 2.900,"['3 quartos ', ' 0m² ', ' 1 vaga']",Ponta Negra
865,Alugo apartamento mobiliado de luxo  por diária ,R$ 250,"['2 quartos ', ' 70m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
866,Flat Mobiliado no Ocean View em Petrópolis com 50m2 com 1 quarto e 1 VG,R$ 1.600,"['1 quarto ', ' 50m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Petrópolis
867,"S0443 - Apartamento para locação com móveis projetados, R$ 4.000,00",R$ 4.000,"['3 quartos ', ' 0m² ', ' 2 vagas']",Tirol
868,"Apto no Residencial Park View em Tirol com 101m2, 3/4 (1s)",R$ 2.800,"['3 quartos ', ' 101m² ', ' Condomínio: R$ 582 ', ' 2 vagas']",Tirol
869,Flat mobiliado em ponta negra pé na areia ,R$ 1.500,"['1 quarto ', ' 1 vaga']",Ponta Negra
870,Apart mobiliado 2/4 ,R$ 1.750,"['2 quartos ', ' 1 vaga']",Capim Macio
871,Aluguel - Apartamento em Ponta Negra - 2/4 Suíte - 55m² - Blue Ocean - 30º Andar,R$ 2.398,"['2 quartos ', ' 59m²']",Ponta Negra
872,PR - Apartamento para venda no Vita Residencial Clube,R$ 1.400,"['2 quartos ', ' 55m² ', ' 1 vaga']",Pitimbu
873,Estrela do atlantico ponta negra,R$ 2.300,"['2 quartos ', ' 56m² ', ' 1 vaga']",Ponta Negra
874,"Flat mobiliado , natal e ano novo",R$ 1.600,"['1 quarto ', ' 36m² ', ' 1 vaga']",Ponta Negra
875,Aluga-se kit net na coronel estevam,R$ 350,"['1 quarto ', ' Condomínio: R$ 0']",Dix-Sept Rosado
876,More Você também em Ponta negra.,R$ 2.499,"['2 quartos ', ' 1 vaga']",Ponta Negra
877,Residencial Olimpo apto em Ponta Negra disponível para locação,R$ 1.650,"['3 quartos ', ' 70m² ', ' 1 vaga']",Capim Macio
878,"Apartamento para Locação em Natal, Tirol, 3 dormitórios, 3 suítes, 5 banheiros, 2 vagas",R$ 2.700,"['3 quartos ', ' 2 vagas']",Tirol
879,"Apartamento para alugar com 2 dormitórios em Planalto, Natal cod:822252",R$ 650,"['2 quartos ', ' 50m² ', ' 1 vaga']",Planalto
880,Kitnet jaguarari,R$ 450,['1 quarto'],Barro Vermelho
881,FLATS MOBILIADOS EM PONTA NEGRA- Excelente ambiente der moradia,R$ 490,"['1 quarto ', ' Condomínio: R$ 0']",Ponta Negra
882,Casa apartamento Alecrim 2 Quartos,R$ 700,['2 quartos'],Alecrim
883,Alugo flat por diária em Ponta negra área de lazer na cobertura  vista maravilhosa ,R$ 150,"['1 quarto ', ' 45m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
884,Aluga-se apartamento no 15º andar em Ponta - Negra (Natal/RN),R$ 2.300,"['4 quartos ', ' 0m² ', ' 2 vagas']",Ponta Negra
885,"Ayambra Flat, com 1/4, mobiliado, climatizado, com vista para o mar, Natal/RN",R$ 1.100,"['1 quarto ', ' 36m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Rocas
886,Apartamento no metrópolis em candelária com 2\4 e armários de cozinha e banheiros,R$ 1.550,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Candelária
887,Lindo apartamento frente para o mar por diária,R$ 500,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
888,Kitnets em Lagoa Nova,,"['1 quarto ', ' 25m² ', ' 1 vaga']",Lagoa Nova
889,Excelente e Magnifico Apartamento 3/4 em ponta Negra todo Mobiliado,R$ 2.900,"['3 quartos ', ' 100m² ', ' 1 vaga']",Ponta Negra
890,"Aluguel de apto com três quartos em Capim Macio, com 2 vagas. Parque Cidade Jardim",R$ 2.480,"['3 quartos ', ' 76m² ', ' 2 vagas']",Capim Macio
891,Apartamento pra alugar em Ponta Negra (Cristallo),R$ 3.000,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
892,Apartamento em Candelária,R$ 1.800,"['3 quartos ', ' 180m² ', ' 2 vagas']",Candelária
893,TORRES DE AMINTAS BARROS PARA LOCAÇÃO ,R$ 1.600,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 365 ', ' 1 vaga']",Dix-Sept Rosado
894,Apartamento 3 quartos atrás da AABB,R$ 2.600,"['3 quartos ', ' 103m² ', ' 2 vagas']",Tirol
895,"S0046 - Apartamento de 180 m² para locação no Tirol, Natal/RN",R$ 3.400,"['3 quartos ', ' 180m² ', ' 3 vagas']",Tirol
896,Apartamento em ponta negra com 3\4 no Residencial Sports Park mobiliado,R$ 2.500,"['3 quartos ', ' 110m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Ponta Negra
897,Apartamentos em condominio fechado com 1 quarto e garagem para carro/moto,R$ 325,"['1 quarto ', ' 32m² ', ' Condomínio: R$ 325 ', ' 1 vaga']",Nossa Senhora da Apresentação
898,Residencial Estrela do Atlântico,R$ 320.000,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
899,"Alugo apartamento mobiliado, 282m², 4 suites, de frente pro mar, Areia Preta, Natal-RN",R$ 10.004,"['4 quartos ', ' 282m² ', ' 4 vagas']",Areia Preta
900,Cobertura Duplex com 121m² com 2 suites e 2 vagas de garagem | Estrela do Atlantico,R$ 661.000,"['2 quartos ', ' 121m² ', ' 2 vagas']",Ponta Negra
901,"Alugo apartamento todo mobiliado, 3 quartos em Ponta Negra. Condominio Portamaris",R$ 4.300,"['3 quartos ', ' 79m² ', ' 2 vagas']",Ponta Negra
902,"Apartamento com 2 dormitórios para alugar, 56 m² - Tirol - Natal/RN - AP0520",R$ 1.200,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 430 ', ' 1 vaga']",Tirol
903,"Apartamento com 2 dormitórios para alugar, 57 m² por R$ 1.700,00/mês - Candelária - Natal/",R$ 1.700,"['2 quartos ', ' 57m² ', ' 1 vaga']",Candelária
904,"Apartamento com 3 dormitórios para alugar, 79 m² por R$ 2.500,00/mês - Ponta Negra - Natal",R$ 2.500,"['3 quartos ', ' 79m²']",Ponta Negra
905,2/4 sendo 1 suíte no Cond. Torre Amintas Barros,R$ 1.550,"['2 quartos ', ' 56m² ', ' 1 vaga']",Dix-Sept Rosado
906,"Kitnets perto do Natal Shopping - 400,00 C/água e internet",R$ 400,"['1 quarto ', ' 13m²']",Candelária
907,"Apartamento com 3 dormitórios para alugar, 67 m² - Lagoa Nova - Natal/RN - AP0519",R$ 1.000,"['3 quartos ', ' 67m² ', ' Condomínio: R$ 520 ', ' 1 vaga']",Lagoa Nova
908,Apartamento Serrambi I,R$ 650,"['2 quartos ', ' 1 vaga']",Ponta Negra
909,Apartamento em ponta negra vista mar mobiliado ,R$ 2.300,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
910,"Apartamento para alugar com 2 dormitórios em Pitimbú, Natal cod:AP1633",R$ 1.200,"['2 quartos ', ' 58m² ', ' 1 vaga']",Pitimbu
911,Aluguel - Apartamento em Ponta Negra - 1 suíte - Kiwi Flat - 36m²,R$ 1.401,"['1 quarto ', ' 48m²']",Ponta Negra
912,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22985",R$ 900,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 580 ', ' 1 vaga']",Lagoa Nova
913,"Apartamento para alugar com 2 dormitórios em Cidade satélite, Natal cod:AA-7196",R$ 600,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 242 ', ' 1 vaga']",Pitimbu
914,"Apartamento para alugar com 3 dormitórios em Neópolis, Natal cod:AA-7194",R$ 1.400,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 306']",Neópolis
915,"Apartamento  residencial para locação, Tirol, Natal.",R$ 1.100,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 586 ', ' 1 vaga']",Tirol
916,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22992",R$ 2.200,"['3 quartos ', ' 87m² ', ' Condomínio: R$ 500 ', ' 2 vagas']",Lagoa Nova
917,"Apartamento para alugar com 2 dormitórios em Barro vermelho, Natal cod:8807",R$ 850,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 446 ', ' 1 vaga']",Barro Vermelho
918,"Apartamento para alugar com 3 dormitórios em Barro vermelho, Natal cod:EI22989",R$ 1.400,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 750 ', ' 2 vagas']",Barro Vermelho
919,Apartamento no Estrela do Atlântico,R$ 2.200,"['2 quartos ', ' 59m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
920,Apart 1/4 Mobiliado em Ponta Negra - 450 m da praia,R$ 900,"['1 quarto ', ' 25m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
921,Kit Net,R$ 800,['1 quarto'],Alecrim
922,Kitnet em Lagoa Seca,R$ 500,"['1 quarto ', ' 25m²']",Lagoa Seca
923,Sala comercial Manhattan Business Office,R$ 4.530,"['69m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Tirol
924,"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:11147",R$ 1.200,"['3 quartos ', ' 194m² ', ' Condomínio: R$ 2.000 ', ' 3 vagas']",Tirol
925,Sala comercial Tawfic Hasbum,R$ 1.575,"['43m² ', ' Condomínio: R$ 0']",Lagoa Nova
926,Sala comercial Tirol way Office,R$ 1.599,"['36m² ', ' Condomínio: R$ 0']",Tirol
927,"Apartamento 3/4, em lagoa nova, prox. a pizzaria oxente",R$ 1.800,"['3 quartos ', ' 105m² ', ' 2 vagas']",Lagoa Nova
928,Alugo Apartamento 4 dormitórios no Sebastiano Ricci,R$ 2.999,"['4 quartos ', ' 130m² ', ' Condomínio: R$ 0 ', ' 3 vagas']",Lagoa Nova
929,CONDOMÍNIO Central Park andar baixo,R$ 2.100,"['3 quartos ', ' 88m² ', ' 2 vagas']",Neópolis
930,Apartamento Locação em candelária 4 quartos sendo 3 suítes no Sebastiano Ricci,R$ 2.999,"['4 quartos ', ' 130m² ', ' Condomínio: R$ 650 ', ' 3 vagas']",Lagoa Nova
931,Aluguel apartamento 3 quartos sendo 1suíte Lagoa Nova ,R$ 3.500,"['3 quartos ', ' 82m² ', ' Condomínio: R$ 650 ', ' 2 vagas']",Barro Vermelho
