NOME,ENDERECO,QUARTOS,VAGAS,CONDOMINIO,AREA,VALOR
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22893",Lagoa Nova,3,2,1,130,900.0
"Apartamento para alugar com 1 dormitórios em Nova descoberta, Natal cod:EI22861",Nova Descoberta,1,0,0,20,550.0
"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:EI20864",Capim Macio,3,1,500,70,1200.0
"Apartamento para alugar com 3 dormitórios em Petrópolis, Natal cod:EI22819",Petrópolis,3,2,810,90,1135.0
"Apartamento para alugar com 2 dormitórios em Candelária, Natal cod:EI22827",Candelária,2,0,0,56,1400.0
"Apartamento para alugar com 4 dormitórios em Tirol, Natal cod:EI22904",Tirol,4,2,1,184,1600.0
"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:EI21481",Capim Macio,2,1,0,75,1600.0
Andar alto no Lual de ponta negra. !!! Locação ,Ponta Negra,3,2,0,114,2800.0
"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:EI22442",Capim Macio,3,2,500,112,900.0
"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:EI20739",Tirol,3,2,720,90,1600.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22566",Lagoa Nova,3,3,1,150,1300.0
"Apartamento para alugar com 3 dormitórios em Nova descoberta, Natal cod:EI15870",Nova Descoberta,3,1,320,64,600.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:EI22481",Lagoa Nova,2,2,690,90,1200.0
"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:EI11082",Ponta Negra,2,1,0,57,1600.0
"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:EI3637",Neópolis,2,1,280,55,500.0
Aluga-se Kitnet,Bom Pastor,1,1,0,0,400.0
Aluguel por Temporada - Verano Ponta Negra - AP Mobiliado,Ponta Negra,2,1,0,56,250.0
Ruth Galvão,Tirol,2,1,0,57,1550.0
Apartamento semi mobiliado no Reisdencial Olimpo - Capim Macio/Ponta Negra,Capim Macio,2,1,0,67,1600.0
Kit net Cidade alta cidade c/internet,Cidade Alta,1,0,0,19,410.0
Flat em ponta negra !!! Disponivel para entrada de imediato,Ponta Negra,1,1,0,0,1700.0
Aluguel de apartamento no Serrambi III,Neópolis,2,1,0,57,950.0
Excelente Apartamento,Cidade Alta,1,0,0,0,620.0
Apartº Petropolis- 4 suítes,Ribeira,4,3,0,340,5000.0
Cond. Kalil Aby Faraj 3/4 - Lago Nova,Lagoa Nova,3,3,1,190,1800.0
Apartamento em Cidade Satélite-2 quartos (1 suíte),Pitimbu,2,1,0,50,670.0
LDAP2183 Alugo apto 2/4 em Ponta Negra na rua da lagosta!,Ponta Negra,2,1,1,55,1580.0
Apartamento no Duna Barcana mobiliado - 2 vagas de garagem,Ponta Negra,2,1,0,56,2200.0
"Alugo apartamento Mobiliado, 4 suites, 282m², vista para o mar em Areia Preta, Natal-RN",Areia Preta,4,0,0,282,10001.0
Apto petrópolis alugar,Petrópolis,3,2,0,96,2300.0
"Apartamento para alugar com 3 dormitórios em Barro vermelho, Natal cod:EI21999",Barro Vermelho,3,2,850,120,1450.0
"Apartamento para alugar com 3 dormitórios em Alecrim, Natal cod:EI20830",Alecrim,3,0,0,100,1250.0
"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22489",Lagoa Nova,3,2,500,87,2000.0
"Apartamento para alugar com 1 dormitórios em Areia preta, Natal cod:EI12088",Areia Preta,1,1,600,0,1800.0
"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:EI22570",Ponta Negra,2,1,350,50,1350.0
"Apartamento para alugar com 4 dormitórios em Candelária, Natal cod:EI20587",Candelária,4,3,2,269,1500.0
Apartamento Térreo (NOVO) P/Alugar,Ponta Negra,2,1,0,55,1450.0
"Apartamento para alugar com 4 dormitórios em Lagoa nova, Natal cod:LA-11462",Lagoa Nova,4,4,2,600,5000.0
O inacreditavel em ponta negra 114m2 . disponivel para locação,Ponta Negra,3,2,0,0,2800.0
Flat residencial para alugar em Areia Preta com 35 m² por R$ 3.000/mês - Areia Preta - Nat,Areia Preta,1,1,0,35,3000.0
"Porto Arena, 03 quartos ao lado do Carrefour",Candelária,3,2,0,96,3000.0
More onde muitos passam férias . Ponta Negra,Ponta Negra,2,1,0,0,2200.0
Kitnet em Morro Branco - última unidade,Nova Descoberta,1,0,0,30,650.0
Ja pensou em trazer sua mudança para ponta negra . A hora e agora,Ponta Negra,2,1,0,0,1499.0
Apart Kitnet próx a UFRN e Av. Roberto Freire,Capim Macio,1,0,0,25,700.0
Alugam-se Kitnets,Nova Descoberta,1,0,0,0,400.0
LCAP1005 - AP no Resid. Campos do Jordão em lagoa Nova!,Lagoa Nova,3,1,0,130,2499.0
Excelente apartamento para locação em Tirol,Tirol,2,1,0,57,1850.0
T. De Amitas Barros,Dix-Sept Rosado,3,2,0,80,2300.0
Kitnet em Lagoa Nova,Lagoa Nova,1,0,0,0,600.0
Apartamento 2 quartos - Neopolis,Neópolis,2,1,0,55,900.0
Lindo apartamento lagoa nova ,Lagoa Nova,4,2,0,0,2600.0
Alugo Panorama Flat ,Ponta Negra,1,1,0,38,1400.0
Alugo kits nets na cidade da esperança,Cidade da Esperança,1,0,0,0,300.0
Apartamento temporada e Réveillon em Natal  Ponta Negra,Ponta Negra,2,1,0,53,0.0
Apto com ou sem mobília ,Capim Macio,1,0,0,65,900.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821190",Dix-Sept Rosado,2,1,440,61,1104.0
"LCAP-0930- More em Cidade Alta por apenas R$ 1.300,00!",Cidade Alta,2,1,0,54,1299.0
LCAP-1493 - Excelente imóvel no residencial Olimpo!,Capim Macio,3,1,0,63,1599.0
Kitnet  alecrim,Alecrim,1,1,0,30,450.0
LCAP-2207 - Excelente apartamento no condomínio Porto Arena!,Candelária,3,2,0,98,3199.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821191",Dix-Sept Rosado,2,1,440,61,1104.0
LD ldldlAD0014 Belíssima cobertura de alto padrão em Lagoa Nova!!,Lagoa Nova,4,4,1,600,7919.0
LDldldlAP1899 Belíssimo apartamento totalmente mobiliado e reformado em Ponta Negra!,Ponta Negra,2,1,1,58,2999.0
LDldldAP2178 Flat no Petrópolis Residence todo mobiliado 1/1!,Praia do Meio,1,1,1,35,1349.0
LCAP-2199 - Apartamento no residencial Cond. Jardins do Alto em Tirol!,Capim Macio,2,1,0,70,2800.0
LCAP-1899 - Apartamento mobiliado no residencial Cristallo em Ponta Negra!,Ponta Negra,2,1,0,58,3000.0
LCAD0014 - Excelente apartamento em lagoa Nova em Pallazzo Dellagua!,Lagoa Nova,4,4,0,600,7920.0
"Apto 2 quartos, uma vaga, Tirol Way",Tirol,2,1,0,59,1800.0
HC - PARK VIEW  3/4  - TIROL,Tirol,3,2,0,101,2799.0
Kit Net no centro,Cidade Alta,1,0,0,0,300.0
Alugo Apartamento,Cidade Alta,2,0,0,0,600.0
Apartamento 2/4 Zona Norte,Pajuçara,2,1,0,58,700.0
Apartamento para alugar na zona norte ,Redinha,2,1,0,0,500.0
"Apto 3 quartos, 98m2 Tirol Way",Tirol,3,2,0,98,3100.0
Duna Barcane,Ponta Negra,2,1,0,59,2300.0
Estrela do Atlântico ,Ponta Negra,2,1,0,0,2000.0
"Apto. no TIrol a 100 m do Midway estudantes IFRN, UNP e UFRN",Tirol,3,2,0,85,1250.0
Apartamento em ponta negra,Capim Macio,2,1,0,0,1580.0
Alugo apartamento com 2 quartos e mobiliado em Ponta Negra vista mar,Ponta Negra,2,1,0,52,2550.0
More onde muitos passam férias. More em Ponta Negra,Ponta Negra,2,1,0,0,3000.0
Apartamento no corais de ponta negra.!!!,Ponta Negra,3,2,0,0,2200.0
Apartamento cidade da esperança ,Cidade da Esperança,2,0,0,0,600.0
Alto Padrão Mobiliado 3 qtos em Capim Macio,Capim Macio,3,2,0,100,4000.0
AP ALICE GRILO PARA LOCAÇAO,Nossa Senhora de Nazaré,3,3,0,168,4500.0
V.1571 - Apartamento em Ponta Negra com ótima localização,Ponta Negra,2,1,285,0,1500.0
Kitnet em Capim Macio Próximo a UFRN,Capim Macio,1,0,0,0,
Aluga-,Candelária,1,1,0,35,800.0
AP1493+lm Apartamento - Capim Macio,Capim Macio,3,1,0,63,1610.0
AP1860+lm Apartamento - Lagoa Nova,Lagoa Nova,3,4,0,170,4100.0
Apt Candelária Condomínio Bairro Latino ja incluso taxas,Candelária,3,0,240,75,1400.0
AP2154+lm Apto - Barro Vermelho,Barro Vermelho,3,3,0,185,3250.0
AP2178+lm Apto - Petrópolis,Ribeira,1,1,0,35,1360.0
kitnet no caminho do sol (Nova Parnamirim),Alecrim,2,0,0,50,
Diárias apartamento 1 quarto 100% mobiliado,Candelária,1,1,0,0,
Apartamento Cidade Alta,Ribeira,1,0,0,35,650.0
Flat 1/4 mobiliado e completo ,Ponta Negra,1,1,0,45,1500.0
"Kit net em Capim macio, Natal/RN",Capim Macio,1,0,0,0,900.0
Apartamento 2/4 c/ suíte - Petrópolis ,Petrópolis,2,1,0,56,1300.0
Apto. em Candelária 1qt. Aluguel,Candelária,1,0,200,30,730.0
Aluga-se Apartamento mobiliado,Ponta Negra,1,0,0,0,1100.0
"Apartamento para alugar com 1 dormitórios em Petrópolis, Natal cod:AA-7183",Petrópolis,1,1,0,48,2200.0
Alugo Estrela do Atlântico ,Ponta Negra,2,1,0,59,2300.0
Apartamento mensal mobiliado,Ponta Negra,1,1,0,52,999.0
Apartamento Tirol,Tirol,2,1,0,0,1000.0
Apartamento Mobiliado em ponta negra a 30 metros da praia,Ponta Negra,2,0,0,34,1300.0
Apartamento no Tirol - 55 m2,Tirol,2,1,0,55,2000.0
Vendo apartamento com 2 quartos em Ponta Negra,Ponta Negra,2,1,0,56,
Otimo ap 2 quartos mobilado na residences costa no conj de ponta negra,Ponta Negra,2,0,1,79,850.0
Ap em Natal,Ponta Negra,2,1,0,60,2000.0
Kitnet,Planalto,1,0,0,28,350.0
"Apartamento para locação Monto Olimpo 75m2 3/4 c SUÍTE, Tirol, Natal",Tirol,3,1,0,73,1650.0
LDFL0114 Ótimo apartamento localizado a 100 metros da praia do meio!,Praia do Meio,1,1,1,36,1300.0
Flat próximo ao Praia Shopping,Capim Macio,1,0,0,43,1400.0
Ponta Negra Apartamento 2/4 sendo 1 suíte 1 Vga garag Ar. Lazer Completa,Ponta Negra,2,1,0,55,1100.0
Alugo kitnets de 570 a 780 mensal,Ponta Negra,1,1,0,35,570.0
Apartamento Alecrim,Alecrim,1,0,0,36,470.0
Apto no Estrela do Atlântico Ponta Negra,Ponta Negra,2,4,0,56,2200.0
Apartamento top em ponta negra . No Brisa calma premium flat!!! Padrão A,Ponta Negra,1,1,0,0,2700.0
"Corais de Ponta Negra S/ mobilia, somente projetados",Ponta Negra,3,2,0,100,2250.0
"Apartamento para alugar com 3 dormitórios em Nova descoberta, Natal cod:AA-7181",Nova Descoberta,3,1,350,0,1000.0
"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:AA-7178",Tirol,3,2,580,0,2220.0
"Apartamento para alugar com 2 dormitórios em Igapó, Natal cod:AA-7179",Igapó,2,0,0,0,550.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821183",Dix-Sept Rosado,2,1,440,61,1005.0
Apartamento Lagoa Seca,Lagoa Seca,1,0,0,25,500.0
"Apartamento com 4 dormitórios para alugar, 143 m² por R$ 2.700,00/mês - Lagoa Nova - Natal",Lagoa Nova,4,3,950,143,2700.0
"Apartamento com 3 dormitórios para alugar, 230 m² por R$ 3.500,00/mês - Petrópolis - Natal",Petrópolis,3,2,0,230,3500.0
"Apartamento com 3 dormitórios para alugar, 100 m² por R$ 1.350,00/mês - Petrópolis - Natal",Petrópolis,3,2,690,100,1350.0
Apartamento no Tirol,Tirol,2,0,0,75,2000.0
Apartamentos mobiliados 100% ,Candelária,1,1,110,25,880.0
"Apto em Lagoa Nova com 3/4 Sendo 1 Suite, 75m², 2 Vagas",Lagoa Nova,3,2,0,75,1700.0
Kit net cidade alta c/internet,Cidade Alta,1,0,0,25,420.0
Apart em condomínio club ,Ponta Negra,2,1,0,60,1600.0
Apart no Tirol ,Tirol,2,1,0,0,1700.0
Kitnet  no Planalto com Internet  incluso,Planalto,1,1,0,40,350.0
"Alugase apto cond Santos Reis. Na Praia do Meio, 1.200reais",Praia do Meio,2,2,0,80,1200.0
Apartamento em Lagoa Seca,Lagoa Seca,1,0,0,25,500.0
AP1452 Apartamento Residencial / Lagoa Nova,Dix-Sept Rosado,3,0,0,91,2000.0
Apto com 2 quartos e vaga coberta / Lagoa Nova - corretor,Lagoa Nova,2,1,0,58,1300.0
Aluguel de apartamento com ótima localização e conforto!,Capim Macio,2,1,380,57,1650.0
Condomínio therra Mater lagoa nova ,Lagoa Nova,2,2,0,88,1900.0
Mesa de bamboo e pedra de mármore 4 cadeiras ,Neópolis,2,1,0,0,1150.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819638",Bom Pastor,2,0,0,50,600.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819636",Bom Pastor,2,0,0,50,600.0
"Apartamento para alugar com 3 dormitórios em Nova descoberta, Natal cod:818901",Nova Descoberta,3,1,340,75,750.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819640",Bom Pastor,2,0,0,50,600.0
Loft Alto padrão Nashville.  Proximo do midway,Lagoa Nova,1,1,0,43,1500.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819639",Bom Pastor,2,0,0,50,560.0
Morada colibris ,Capim Macio,3,1,0,0,1200.0
Aptos e kit nets,Lagoa Seca,2,1,0,0,0.0
"LDldldAP2124 Aluga-se ótimo apartamento em Capim Macio, 2 vagas , 3/4 sendo uma suite!",Capim Macio,3,2,1,80,1999.0
"LDAP0924 Apartamento todo mobiliado para alugar em Ponta Negra, com 2/4 sendo 1 suite",Ponta Negra,2,1,1,58,1300.0
Condomínio Sebastiano Ricci,Lagoa Nova,4,2,0,135,4200.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819641",Bom Pastor,2,0,0,50,600.0
"Apartamento para alugar com 3 dormitórios em Barro vermelho, Natal cod:AA-7177",Barro Vermelho,3,1,660,70,750.0
Apt mobiliado para alugar,Praia do Meio,1,1,0,44,1100.0
Kitnet para alugar,Neópolis,2,0,0,44,800.0
"Ap. Vila Romana IV no Tirol, 3 quartos",Lagoa Seca,3,1,500,113,1900.0
Aluga-se Apto em Lagoa Nova próximo Polo Jurídico - Ed. Jerônimo Costa,Candelária,3,2,0,87,2500.0
LmAP2173 Apartamento - Ponta Negra,Ponta Negra,2,1,0,56,1410.0
LmAP2163 Apartamento - Petrópolis,Petrópolis,1,1,0,56,1510.0
Alugo apto mobiliado andar alto 3 suítes em Capim Macio,Capim Macio,3,2,0,142,5500.0
Alugo apartamento próximo ao Praia Shopping - Residencial Olimpo,Capim Macio,2,1,0,63,1600.0
LmAP2175 Apartamento - Areia Preta,Areia Preta,2,1,0,85,2510.0
LmAP2174 Apartamento - Tirol,Tirol,2,0,0,55,1560.0
LmAP1936 Apartamento - Capim Macio,Ponta Negra,2,1,0,120,1390.0
Alugo apto com projetados em Ponta Negra (Estrela do Atlântico),Ponta Negra,2,1,0,61,1800.0
KIT NET - SATELITE TOP últimos dias,Pitimbu,1,0,0,0,400.0
Apartamento na Praia do meio,Praia do Meio,1,0,182,34,500.0
Aluga-se Apto em Lagoa Nova próximo ao Portugal Center - Cond. Terra Brasilis,Lagoa Nova,3,2,0,95,3200.0
Ventilação Total 3 suítes Lagoa Nova ( 3 vaga Livres ) M 190,Lagoa Nova,3,3,1,190,1700.0
Apto Ventilação Em Lagoa nova 3 Suites + escritório + 3 vaga coberta,Lagoa Nova,4,3,850,142,2700.0
Apto Mobilado 2/4 sendo 1 suite Ponta Negra,Ponta Negra,2,1,250,56,1100.0
Linda vista 2/4 sendo 1 suite (ponta Negra ),Ponta Negra,2,1,500,56,1250.0
"Apto bem localizado neopolis,",Neópolis,2,1,130,82,1000.0
"Vista p/ Mar, 16º andar * * Ponta negra",Ponta Negra,2,1,490,54,1500.0
"Alugo apartamento no Sun Happy, Av. Abel Cabral, Nova Parnamirim",Candelária,3,1,0,89,2301.0
Alugo apto no Corais de Ponta Negra ,Ponta Negra,3,2,0,96,2100.0
"Lindo kitnet em Cond.Fechado em Morro Branco, grátis: cond.,água,iptu,internet ",Nova Descoberta,1,0,0,0,550.0
"Apto amplo, 3 quartos no Tirol",Tirol,3,1,500,86,600.0
Cobertura em Ponta Negra top 2/4,Ponta Negra,2,1,0,0,6999.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821187",Dix-Sept Rosado,2,1,440,61,1104.0
Apartamento capim macio ,Capim Macio,3,2,0,78,2000.0
Alugo apartamento no tirol com 3 suites ,Tirol,3,2,0,280,3300.0
Excelente apartamento - Edifício Janelas do Potengi,Cidade Alta,1,1,0,50,1200.0
APARTAMENTO 11o ANDAR COM PISCINA,Lagoa Seca,3,1,0,90,1500.0
Apartamento a 500m do shopping cidade jardim,Capim Macio,1,0,0,0,550.0
Aluga-se,Neópolis,2,1,0,44,1200.0
Alugo Brazil Flat Ponta Negra ,Ponta Negra,2,1,0,59,2500.0
"Alugo apartamento mobiliado, 2 quartos em Ponta Negra, Natal-RN",Ponta Negra,2,2,0,58,2100.0
Alugo apto,Lagoa Nova,2,1,600,70,1500.0
Smile village 2/4 ,Lagoa Nova,2,0,0,60,1400.0
Estrela do Atlântico mobiliado (12° andar),Ponta Negra,2,1,0,59,2400.0
"Apartamento para alugar com 1 dormitórios em Capim macio, Natal cod:AP1557",Capim Macio,1,0,0,45,850.0
"Apartamento com 2 dormitórios para alugar, 60 m² por R$ 1.800/mês - Barro Vermelho - Natal",Barro Vermelho,2,2,560,60,1060.0
"Aluga-se Excelente apartamento, 57,00m², Inicio da Cidade Satélite, Natal(RN)",Pitimbu,2,1,0,57,750.0
Aluga-se Excelente apartamento de 1 quarto,Pitimbu,1,0,0,30,450.0
Apartamento em Ponta Negra - 79 m2,Ponta Negra,3,2,0,79,2500.0
Mobiliado de Luxo em Ponta Negra,Ponta Negra,2,2,0,79,4500.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819635",Bom Pastor,2,0,0,50,530.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:KN0014",Lagoa Nova,2,0,0,40,550.0
"Apartamento para alugar com 1 dormitórios em Igapó, Natal cod:AA-7175",Igapó,1,0,0,0,450.0
"Apartamento com 2 dormitórios para alugar, 60 m² por R$ 1.000,00/mês - Ponta Negra - Parna",Neópolis,2,1,0,60,1000.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819644",Bom Pastor,2,0,0,50,580.0
"Loft para alugar com 2 dormitórios em Ponta negra, Natal cod:AA-7174",Ponta Negra,2,1,0,0,2300.0
Apartamento 2 Quartos sendo 2 suítes em Lagoa Nova,Lagoa Nova,2,1,0,65,1150.0
"Apartamento para alugar com 2 dormitórios em Barro vermelho, Natal cod:821878",Barro Vermelho,2,1,70,75,800.0
"Apartamento para alugar com 3 dormitórios em Candelária, Natal cod:AP1548",Candelária,3,1,0,100,1900.0
Alugo Apartamento Residencial Olimpo  C5787,Capim Macio,3,1,0,73,1600.0
"LDFL0165 Açaí Flat Ponta Negra, localização Privilegiada, a poucos minutos do mar",Ponta Negra,1,1,1,35,1800.0
Alugo Apartamento  no Residencial Olimpo CL5787,Capim Macio,3,1,0,76,1600.0
Lindo Apartamento Mobiliado em Ponta Negra,Ponta Negra,2,1,0,59,2400.0
Condomínio fênix na Antônio Basilio*,Lagoa Nova,1,0,0,0,650.0
Alugo apartamento 2 quartos em Ponta Negra,Ponta Negra,2,2,0,59,1802.0
"Alugo apartamento mobiliado, 2 quartos com vista pro mar em Ponta Negra, Natal",Ponta Negra,2,2,0,59,2103.0
Apartamento no Duna Barcane - 2 vagas de Garagem,Ponta Negra,2,2,0,55,2000.0
Kit net,Bom Pastor,1,0,0,0,370.0
Alugo apto 2/4 vista mar na Roberto Freire,Ponta Negra,2,1,0,55,2200.0
"Apartamento com 2 dormitórios para alugar, 96 m² por R$ 2.200,00/mês - Lagoa Nova - Natal/",Lagoa Nova,2,1,0,96,2200.0
"excelente apt em tirol, c 2 quartos, proximo a alexandrino e prudente de morais, R$ 1.600,",Tirol,2,1,0,55,1600.0
"Apartamento com 2 dormitórios para alugar, 57 m² por R$ 2.000,00/mês - Ponta Negra - Natal",Ponta Negra,2,1,0,57,2000.0
"Apartamento para alugar, 153 m² por R$ 4.000,00/mês - Tirol - Natal/RN",Tirol,3,2,0,153,4000.0
"Apartamento com 1 dormitório para alugar, 34 m² por R$ 1.400,00/mês - Ponta Negra - Natal/",Ponta Negra,1,1,0,34,1400.0
"Apartamento com 1 dormitório para alugar, 55 m² por R$ 2.000,00/mês - Ponta Negra - Natal/",Ponta Negra,1,0,0,55,2000.0
"Apartamento com 2 dormitórios para alugar, 55 m² por R$ 2.000,00/mês - Tirol - Natal/RN",Tirol,2,1,0,55,2000.0
Apartamento em Lagoa Seca (kitnet),Lagoa Seca,1,0,0,25,500.0
Apartamento aconchegante e familiar,Ponta Negra,1,1,0,50,1000.0
"Apartamento com 2 dormitórios para alugar, 53 m² por R$ 1.300,00/mês - Cidade da Esperança",Cidade da Esperança,2,1,0,53,1300.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:LA-11065",Lagoa Nova,2,1,0,55,1300.0
"Apartamento com 2 dormitórios para alugar, 64 m² por R$ 4.000,00/mês - Ponta Negra - Natal",Ponta Negra,2,0,0,64,4000.0
Alugo apartamento 2/4,Lagoa Nova,2,1,0,72,1000.0
Apartamento em Candelária ,Cidade da Esperança,2,1,0,57,1300.0
Apartamento Nova América,Pajuçara,2,1,0,50,800.0
Estrela do Atlântico - locação,Ponta Negra,2,1,0,59,1800.0
Dois aptos e um galpão!,Lagoa Nova,2,0,0,58,1600.0
Apartamento,Ponta Negra,2,1,635,50,1700.0
Apartanento 2 Quartos no Cj. Santa Catarina ZN. Incluso Água e IPTU.,Potengi,2,0,0,65,500.0
Alugo Apartamento em Capim Macio - 56m² - 2Quartos 1Suite,Capim Macio,2,1,0,56,1653.0
Apartamento - Residencial Green Hill - Tirol,Tirol,2,1,0,0,1700.0
Aluguel Caicó,Neópolis,1,0,0,0,400.0
Alugo Apartamento  Res Colibris III Capim Macio CL5787,Capim Macio,3,1,0,76,1300.0
Alugo Apartamento RES Dão Silveira CL5787,Lagoa Seca,3,2,0,76,2500.0
Barro Vermelho Alugo apto 3 suites ,Barro Vermelho,3,2,0,96,2600.0
"Apartamento para alugar, 34 m² por R$ 1.800,00/mês - Nossa Senhora da Apresentação - Natal",Nossa Senhora da Apresentação,1,0,565,34,1800.0
Excelente apartamento com 3 quartos em Candelaria,Candelária,3,2,0,98,3000.0
Alugo Apart Res Olimpo CL5787,Capim Macio,2,1,0,55,1500.0
Locação no estrela do Atlântico,Ponta Negra,2,1,0,59,1800.0
"Apartamento para locação  com 03 suites por R$ 4.500,00",Barro Vermelho,3,2,0,139,4500.0
"Apart alugado, semi-mobiliado., desocupar em março. Leia descrição.",Capim Macio,1,1,0,0,950.0
"Condomínio Quatro Estações - Apto 2/4 com suíte de 55 m², andar baixo, 1 vaga por 1.800",Candelária,2,1,0,55,1800.0
"Kitnet/ cond.fechado.candelaria $500,00",Candelária,1,1,0,33,600.0
Residencial Olimpo,Capim Macio,3,0,0,0,1500.0
Alugo apartamento para temporada (mês) de Dezembro mobiliado em ponta negra,Ponta Negra,2,1,0,50,2500.0
Apartamento para alugar na Cidade Alta,Cidade Alta,2,0,0,0,500.0
Kit net em Candelária,Candelária,1,0,0,0,500.0
"LDCA0987 Casa Residencial no bairro de Tirol, situada na Rua Juventino Cabral 3/4",Tirol,3,3,1,495,2600.0
Kitnet mobiliado em Capim Macio com todas as contas inclusas,Capim Macio,1,0,0,35,900.0
Áurea Guedes disponível - 3 Quartos,Ponta Negra,3,2,0,67,294500.0
Alugo Estrela do Atlântico andar alto semi mobiliado,Ponta Negra,2,1,0,60,2200.0
"Ótimo apartamento mobiliado em Ponta Negra, Perto do Praia Shopping",Capim Macio,2,1,0,60,1650.0
"Apartamento para alugar com 2 dormitórios em Tirol, Natal cod:820332",Tirol,2,1,520,56,1300.0
Duna Barcane Mobiliado linda Vista Mar,Ponta Negra,2,1,0,57,2700.0
Kitnet Mobiliada em Ponta Negra,Ponta Negra,1,1,0,0,650.0
Apartamento kitnet do bairro Jardim Planalto Parnamirim,Lagoa Nova,1,0,0,45,350.0
"Apartamento com 3 dormitórios para alugar, 154 m² por R$ 1.360,58/mês - Tirol - Natal/RN",Tirol,3,1,420,154,1360.0
Apartamento mobiliado de em ponta negra diária excelente,Ponta Negra,2,1,0,65,200.0
Apartamento para alugar no panatis ,Potengi,2,1,0,0,500.0
Tirol way andar alto e 2 vagas,Tirol,2,2,0,59,2500.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819643",Bom Pastor,2,0,0,50,550.0
"Loft para alugar com 1 dormitórios em Ponta negra, Natal cod:FL0022",Ponta Negra,1,1,0,37,1400.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819645",Bom Pastor,2,0,0,50,580.0
"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819646",Bom Pastor,2,0,0,50,580.0
KIT NET ZONA NORTE IGAPÓ,Igapó,1,0,0,38,450.0
"Apartamento para alugar com 1 dormitórios em Igapó, Natal cod:AA-7169",Igapó,1,0,0,38,450.0
Apartamento,Areia Preta,3,2,0,150,4400.0
"Apartamento para alugar com 1 dormitórios em Lagoa nova, Natal cod:816768",Lagoa Nova,1,1,430,45,520.0
Aluga-se apartamento mobiliado de 3 quartos,Ponta Negra,3,1,0,86,2500.0
"Apartamento para alugar mobiliado de 1 quarto no Duna Barcane, temporada ou anual",Ponta Negra,1,1,0,56,2500.0
Golden Tower (Intercity) Temporada,Areia Preta,2,1,0,57,2100.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821177",Dix-Sept Rosado,2,1,440,61,1007.0
"Apartamento com 3 Quartos, mobiliado em Ponta Negra 100 m²",Ponta Negra,3,1,0,100,3000.0
Edf. Atalaia em Areia Preta - Excelente localização,Areia Preta,2,1,0,89,2200.0
"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:AA-85",Neópolis,2,1,190,45,1000.0
Para Locação - Verano Ponta Negra - facil a acesso a Praia - 2Qts 1Suite,Ponta Negra,2,1,0,57,1543.0
Locação em Capim Macio - 56m² 2Qts 1Suite,Capim Macio,2,1,0,56,1654.0
"Apartamento com 2 dormitórios para alugar, 68 m² - Candelária - Natal/RN - AP0299",Candelária,2,1,162,68,600.0
"Apartamento com 1 dormitório para alugar, 45 m² - Lagoa Nova - Natal/RN - AP0273",Lagoa Nova,1,1,430,45,650.0
"Apartamento com 2 dormitórios para alugar, 58 m² - Neópolis - Natal/RN - AP0341",Neópolis,2,1,100,58,650.0
"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:AA-7163",Lagoa Nova,2,1,770,92,900.0
"Caminho das Dunas, em Capim Macio - Apto 2Qts 1Suite (Aluguel)",Capim Macio,2,1,0,56,1651.0
"Apartamento para alugar com 1 dormitórios em Lagoa nova, Natal cod:AA-7161",Lagoa Nova,1,0,0,45,700.0
